username,user_found,created_at,Labels,total_posts,
whitelow1959,TRUE,2013-10-12T22:15:11+00:00,reliable,1140,#N/A
amberm_am,TRUE,2013-10-14T01:40:19+00:00,reliable,5079,#N/A
v_teressa,TRUE,2013-10-14T13:58:02+00:00,reliable,1237,#N/A
tracydepont,TRUE,2013-10-16T14:44:17+00:00,reliable,1138,#N/A
encore_p,TRUE,2013-10-18T02:09:46+00:00,reliable,640,#N/A
mjb_consult,TRUE,2013-10-18T12:16:09+00:00,reliable,1505,#N/A
aj_rolfe,TRUE,2013-10-18T18:46:08+00:00,reliable,1412,#N/A
CastryckM,TRUE,2013-10-22T15:01:03+00:00,reliable,9428,#N/A
desconltd,TRUE,2013-10-25T12:44:32+00:00,reliable,6296,#N/A
Iluba98,TRUE,2013-11-02T13:17:57+00:00,reliable,3986,#N/A
Unknown674,TRUE,2013-11-06T03:45:28+00:00,reliable,3005,#N/A
dank_as_fuck,TRUE,2013-11-09T18:13:19+00:00,reliable,1858,#N/A
ChadHale101,TRUE,2013-11-10T14:20:06+00:00,reliable,121514,#N/A
MoemoeKruse,TRUE,2013-11-10T16:53:06+00:00,reliable,3695,#N/A
SWilde72,TRUE,2013-11-15T23:01:58+00:00,reliable,2319,#N/A
PstonePolitics,TRUE,2013-11-16T19:57:22+00:00,reliable,1085,#N/A
EandWEducation,TRUE,2013-11-20T16:11:18+00:00,reliable,2022,#N/A
versacemalkin,TRUE,2013-11-20T17:09:28+00:00,reliable,4122,#N/A
AdMasterCaplan,TRUE,2013-11-21T05:04:47+00:00,reliable,2558,#N/A
ryan_nomarbles,TRUE,2013-11-21T16:53:29+00:00,reliable,2967,#N/A
KasKaren64,TRUE,2013-11-25T00:34:49+00:00,reliable,902,#N/A
younghuple,TRUE,2013-12-01T20:53:17+00:00,reliable,2964,#N/A
Brandon_Long15,TRUE,2013-12-02T14:52:17+00:00,reliable,4475,#N/A
CanadaDan55,TRUE,2013-12-06T06:13:29+00:00,reliable,8968,#N/A
iracer13,TRUE,2013-12-07T16:27:13+00:00,reliable,2106,#N/A
wet_willy_lamp,TRUE,2013-12-08T21:35:05+00:00,reliable,3259,#N/A
HawkinsMikita,TRUE,2013-12-10T03:19:14+00:00,reliable,1100,#N/A
coussquared,TRUE,2013-12-10T08:01:56+00:00,reliable,3978,#N/A
jpurcell_jayne,TRUE,2013-12-10T09:28:24+00:00,reliable,2420,#N/A
colemadray,TRUE,2013-12-11T00:33:13+00:00,reliable,1305,#N/A
Reggypanache,TRUE,2013-12-11T07:40:51+00:00,reliable,10617,#N/A
R_E_Tidwell,TRUE,2013-12-12T18:13:18+00:00,reliable,2138,#N/A
the_calypso11,TRUE,2013-12-19T16:39:38+00:00,reliable,2107,#N/A
dimmadonot,TRUE,2013-12-20T01:02:30+00:00,reliable,12328,#N/A
macimchenry,TRUE,2013-12-22T14:55:32+00:00,reliable,814,#N/A
RozayIbnmadiba,TRUE,2013-12-25T10:56:05+00:00,reliable,7787,#N/A
ZaneGrober,TRUE,2013-12-29T06:53:17+00:00,reliable,3175,#N/A
maggie_marie2,TRUE,2014-01-01T22:07:47+00:00,reliable,1819,#N/A
LuckyLuciano18k,TRUE,2014-01-02T16:41:03+00:00,reliable,4323,#N/A
CornoDyke,TRUE,2014-01-03T22:38:36+00:00,reliable,2073,#N/A
prcsr37,TRUE,2014-01-06T16:32:38+00:00,reliable,4136,#N/A
CraigslistkiiLa,TRUE,2014-01-07T04:54:20+00:00,reliable,1463,#N/A
sathviklakkaraj,TRUE,2014-01-10T13:55:55+00:00,reliable,2506,#N/A
QhaBhuti,TRUE,2014-01-12T07:08:15+00:00,reliable,2401,#N/A
lordvnn,TRUE,2014-01-14T04:48:38+00:00,reliable,21908,#N/A
BeltonDan,TRUE,2014-01-15T20:15:07+00:00,reliable,3510,#N/A
SchubbJ,TRUE,2014-01-18T02:51:49+00:00,reliable,2140,#N/A
Daisysdream_,TRUE,2014-01-20T06:25:34+00:00,reliable,5838,#N/A
ecox494,TRUE,2014-01-26T03:27:00+00:00,reliable,3940,#N/A
ebwiz42,TRUE,2014-01-27T01:21:12+00:00,reliable,4954,#N/A
ZebraMalone,TRUE,2014-01-27T01:50:48+00:00,reliable,9495,#N/A
Curtis_CH99,TRUE,2014-01-27T16:16:39+00:00,reliable,2676,#N/A
ShadowStep1983,TRUE,2014-01-28T21:33:04+00:00,reliable,3084,#N/A
Teruko_U,TRUE,2014-01-29T11:11:27+00:00,reliable,65675,#N/A
Summerisgood14,TRUE,2014-01-31T01:53:21+00:00,reliable,3682,#N/A
Kennyathome,TRUE,2014-02-01T18:00:02+00:00,reliable,3172,#N/A
TheDylanger,TRUE,2014-02-01T20:37:26+00:00,reliable,20425,#N/A
erincarpenter62,TRUE,2014-02-02T02:05:35+00:00,reliable,2376,#N/A
macelaney,TRUE,2014-02-02T20:06:15+00:00,reliable,1700,#N/A
rmrenfields,TRUE,2014-02-04T22:05:14+00:00,reliable,19617,#N/A
mmmehl67,TRUE,2014-02-10T18:09:39+00:00,reliable,36493,#N/A
HeeliesKing,TRUE,2014-02-11T21:40:38+00:00,reliable,9369,#N/A
laraine_simmons,TRUE,2014-02-16T09:36:31+00:00,reliable,5176,#N/A
wahono_allin,TRUE,2014-02-19T08:52:32+00:00,reliable,987,#N/A
pillageandBYRNE,TRUE,2014-02-19T15:40:54+00:00,reliable,3712,#N/A
RashedRabaa,TRUE,2014-02-22T05:01:57+00:00,reliable,6006,#N/A
George269Bonsu,TRUE,2014-02-25T10:37:31+00:00,reliable,5206,#N/A
virgina_woolf,TRUE,2014-02-27T06:02:09+00:00,reliable,3117,#N/A
absspang,TRUE,2014-03-03T00:03:13+00:00,reliable,1627,#N/A
jasmine_n_t,TRUE,2014-03-05T03:51:46+00:00,reliable,711,#N/A
TylerKalm,TRUE,2014-03-05T04:16:49+00:00,reliable,714,#N/A
moretoast9,TRUE,2014-03-07T21:05:18+00:00,reliable,5514,#N/A
baw308,TRUE,2014-03-12T02:42:13+00:00,reliable,1386,#N/A
shwa_o,TRUE,2014-03-13T17:51:08+00:00,reliable,3891,#N/A
saulibarra80,TRUE,2014-03-17T01:00:30+00:00,reliable,1245,#N/A
dansumlovesyou,TRUE,2014-03-21T17:20:40+00:00,reliable,3628,#N/A
stacebass,TRUE,2014-03-21T17:32:14+00:00,reliable,1237,#N/A
rmhoyt,TRUE,2014-03-22T17:08:01+00:00,reliable,3761,#N/A
PGTIBoston,TRUE,2014-03-23T15:46:41+00:00,reliable,3442,#N/A
e3huffy,TRUE,2014-03-26T19:57:46+00:00,reliable,2006,#N/A
TUltimator,TRUE,2014-03-27T11:16:24+00:00,reliable,4328,#N/A
ErminiaVoccia,TRUE,2014-03-28T14:40:58+00:00,reliable,1713,#N/A
mckaya_lanovara,TRUE,2014-04-01T00:49:41+00:00,reliable,1344,#N/A
MCdooglebear,TRUE,2014-04-01T07:45:46+00:00,reliable,2016,#N/A
roastedchesnut,TRUE,2014-04-03T21:46:29+00:00,reliable,4734,#N/A
son_setting,TRUE,2014-04-08T00:49:16+00:00,reliable,3045,#N/A
SmithDwight08,TRUE,2014-04-09T13:09:19+00:00,reliable,712,#N/A
pj_fletch,TRUE,2014-04-10T16:14:00+00:00,reliable,1049,#N/A
aidan_donaghy,TRUE,2014-04-13T03:22:01+00:00,reliable,1149,#N/A
themichnkansah,TRUE,2014-04-15T21:41:25+00:00,reliable,16889,#N/A
HenryAoki,TRUE,2014-04-16T02:42:27+00:00,reliable,1207,#N/A
Jaco1094,TRUE,2014-04-17T00:45:14+00:00,reliable,4421,#N/A
BarneyTwist,TRUE,2014-04-17T10:09:49+00:00,reliable,12225,#N/A
ShawntellU,TRUE,2014-04-24T15:34:44+00:00,reliable,707,#N/A
Kathyyvalenciaa,TRUE,2014-04-24T23:55:11+00:00,reliable,2377,#N/A
theJosharoooo,TRUE,2014-04-27T04:48:22+00:00,reliable,2226,#N/A
samshuirmanator,TRUE,2014-04-30T02:37:45+00:00,reliable,3938,#N/A
SpaghettiSal,TRUE,2014-05-01T00:43:43+00:00,reliable,4415,#N/A
cvmyr,TRUE,2014-05-03T13:56:17+00:00,reliable,5428,#N/A
mariogascon43,TRUE,2014-05-04T23:24:24+00:00,reliable,3052,#N/A
FinneganCara,TRUE,2014-05-08T16:10:03+00:00,reliable,1737,#N/A
P__J_C_,TRUE,2014-05-08T17:03:31+00:00,reliable,65194,#N/A
Hites5Caleb,TRUE,2014-05-13T00:52:24+00:00,reliable,2691,#N/A
chaayseen,TRUE,2014-05-13T23:48:50+00:00,reliable,2549,#N/A
rjlhardwick,TRUE,2014-05-16T11:03:48+00:00,reliable,5181,#N/A
AlexPhomPhom,TRUE,2014-05-30T10:56:23+00:00,reliable,5541,#N/A
MettaMatt9,TRUE,2014-06-01T02:03:44+00:00,reliable,6475,#N/A
liberty_rob,TRUE,2014-06-01T17:34:56+00:00,reliable,8186,#N/A
_ronnie_foreman,TRUE,2014-06-02T01:26:29+00:00,reliable,2437,#N/A
taylorbakel,TRUE,2014-06-04T07:22:39+00:00,reliable,2613,#N/A
csarge813,TRUE,2014-06-07T01:35:32+00:00,reliable,4649,#N/A
mattie_park18,TRUE,2014-06-07T22:12:25+00:00,reliable,3579,#N/A
treywolfe45,TRUE,2014-06-12T03:01:18+00:00,reliable,3445,#N/A
AidanMcnall,TRUE,2014-06-13T01:24:18+00:00,reliable,1023,#N/A
venugopal8179,TRUE,2014-06-13T05:14:16+00:00,reliable,2589,#N/A
blanchardolivi2,TRUE,2014-06-14T15:56:11+00:00,reliable,2945,#N/A
micahwestby,TRUE,2014-06-16T20:01:24+00:00,reliable,4414,#N/A
MichelleVoce,TRUE,2014-06-17T04:51:07+00:00,reliable,912,#N/A
Komodo_Shaggins,TRUE,2014-06-17T15:47:50+00:00,reliable,2230,#N/A
mk0hlb3ck,TRUE,2014-06-25T19:02:45+00:00,reliable,4484,#N/A
hashtagTwinsys,TRUE,2014-06-28T02:45:27+00:00,reliable,2825,#N/A
MelManku,TRUE,2014-06-28T20:49:02+00:00,reliable,14962,#N/A
ProfeSteiner,TRUE,2014-07-10T19:34:33+00:00,reliable,3646,#N/A
aliya782,TRUE,2014-07-12T06:10:54+00:00,reliable,4089,#N/A
kashishkay,TRUE,2014-07-12T10:52:02+00:00,reliable,2095,#N/A
Flexies_,TRUE,2014-07-19T07:38:38+00:00,reliable,10221,#N/A
VPCCoppell,TRUE,2014-07-24T23:38:48+00:00,reliable,3115,#N/A
TessHottenroth,TRUE,2014-07-28T19:18:01+00:00,reliable,2630,#N/A
SheepofDisguise,TRUE,2014-08-01T23:59:50+00:00,reliable,5731,#N/A
infntedecisions,TRUE,2014-08-03T16:46:00+00:00,reliable,2048,#N/A
elenamagidson,TRUE,2014-08-06T00:02:14+00:00,reliable,2819,#N/A
ulisesrusoperez,TRUE,2014-08-07T21:15:52+00:00,reliable,3723,#N/A
sandralhogue,TRUE,2014-08-08T16:19:03+00:00,reliable,2995,#N/A
Kyle_Curran_2,TRUE,2014-08-09T16:00:49+00:00,reliable,1355,#N/A
fozzie_monster,TRUE,2014-08-09T18:56:19+00:00,reliable,1361,#N/A
UnNoobD,TRUE,2014-08-09T20:48:48+00:00,reliable,6787,#N/A
bzrkty,TRUE,2014-08-11T01:26:37+00:00,reliable,6929,#N/A
AdamesChantelle,TRUE,2014-08-12T22:02:02+00:00,reliable,2986,#N/A
Raktradinguae,TRUE,2014-08-14T10:03:59+00:00,reliable,595,#N/A
rdalea29,TRUE,2014-08-18T01:05:18+00:00,reliable,6129,#N/A
CreativiPie_,TRUE,2014-08-19T02:23:25+00:00,reliable,1995,#N/A
hessuccessful,TRUE,2014-08-23T15:57:12+00:00,reliable,12718,#N/A
McbeeBill,TRUE,2014-08-26T21:19:12+00:00,reliable,10674,#N/A
JustANeymarFan_,TRUE,2014-08-29T10:18:41+00:00,reliable,8798,#N/A
mohsinksid,TRUE,2014-08-29T22:58:04+00:00,reliable,6643,#N/A
ukalaehle,TRUE,2014-08-30T19:18:37+00:00,reliable,1854,#N/A
super_van88,TRUE,2014-08-31T04:00:28+00:00,reliable,16257,#N/A
kel_robbins,TRUE,2014-09-03T22:23:21+00:00,reliable,2243,#N/A
bpomegranate,TRUE,2014-09-06T02:31:06+00:00,reliable,1690,#N/A
rogerjsmith58,TRUE,2014-09-07T19:24:22+00:00,reliable,6949,#N/A
Topshelfsweet,TRUE,2014-09-12T04:13:47+00:00,reliable,3571,#N/A
riileynicoleg,TRUE,2014-09-13T15:09:52+00:00,reliable,1735,#N/A
mylozileto,TRUE,2014-09-18T02:02:39+00:00,reliable,12302,#N/A
aarotberg,TRUE,2014-09-22T00:07:18+00:00,reliable,2561,#N/A
zoialanyab,TRUE,2014-09-24T02:08:44+00:00,reliable,2819,#N/A
sac1234a,TRUE,2014-09-26T22:23:16+00:00,reliable,6324,#N/A
PrestonBlair_,TRUE,2014-09-29T20:38:49+00:00,reliable,3164,#N/A
uncertainveggie,TRUE,2014-10-01T01:05:37+00:00,reliable,9677,#N/A
munozliliana84,TRUE,2014-10-03T00:28:57+00:00,reliable,1567,#N/A
goldrose2014,TRUE,2014-10-09T05:23:57+00:00,reliable,15714,#N/A
RosyeCloud,TRUE,2014-10-11T18:56:02+00:00,reliable,7058,#N/A
matt_younng,TRUE,2014-10-15T11:31:11+00:00,reliable,3459,#N/A
LukkaChaves_exe,TRUE,2014-10-16T02:13:45+00:00,reliable,30342,#N/A
ironwirevip,TRUE,2014-10-17T13:24:05+00:00,reliable,7589,#N/A
CarpeCras,TRUE,2014-10-19T22:24:04+00:00,reliable,4101,#N/A
dymaund,TRUE,2014-10-22T20:56:07+00:00,reliable,30653,#N/A
Pliskin935,TRUE,2014-10-25T09:40:36+00:00,reliable,3793,#N/A
dhcade96,TRUE,2014-10-26T15:35:57+00:00,reliable,2071,#N/A
allysonsalavich,TRUE,2014-10-26T19:19:03+00:00,reliable,6350,#N/A
jermaine_kaw,TRUE,2014-10-28T00:02:00+00:00,reliable,2896,#N/A
EvanHogg8132,TRUE,2014-10-31T02:47:23+00:00,reliable,2379,#N/A
SwallowDave,TRUE,2014-11-03T19:09:04+00:00,reliable,4158,#N/A
_flightSlim_,TRUE,2014-11-05T22:01:28+00:00,reliable,3615,#N/A
this_isathing,TRUE,2014-11-06T00:23:16+00:00,reliable,2674,#N/A
Spiceist,TRUE,2014-11-06T19:19:06+00:00,reliable,3573,#N/A
TWY_NS,TRUE,2014-11-08T00:25:41+00:00,reliable,3153,#N/A
tonywabash,TRUE,2014-11-08T01:29:45+00:00,reliable,776,#N/A
ElSenorCZ,TRUE,2014-11-10T14:57:53+00:00,reliable,4209,#N/A
Dano5988,TRUE,2014-11-11T23:22:14+00:00,reliable,3019,#N/A
CurtisDeGroote,TRUE,2014-11-15T19:35:36+00:00,reliable,1537,#N/A
akaBigCat,TRUE,2014-11-16T00:43:44+00:00,reliable,2457,#N/A
sanjbrit15,TRUE,2014-11-19T06:20:23+00:00,reliable,3769,#N/A
meldogpi01,TRUE,2014-11-25T00:44:19+00:00,reliable,4101,#N/A
tatah_sunshine,TRUE,2014-11-26T18:28:54+00:00,reliable,976,#N/A
ClaireSegundo,TRUE,2014-11-28T00:11:43+00:00,reliable,9829,#N/A
AVaughns22,TRUE,2014-12-01T11:41:40+00:00,reliable,4563,#N/A
marcothenarco,TRUE,2014-12-01T19:15:36+00:00,reliable,1906,#N/A
larrythebeerman,TRUE,2014-12-04T22:49:37+00:00,reliable,23358,#N/A
Hvolt35,TRUE,2014-12-06T21:53:50+00:00,reliable,3048,#N/A
AmbroseTheodore,TRUE,2014-12-07T23:34:35+00:00,reliable,3475,#N/A
chris_stans,TRUE,2014-12-10T02:13:10+00:00,reliable,25431,#N/A
Thunder_Armads,TRUE,2014-12-15T01:11:12+00:00,reliable,8688,#N/A
KeioshaDreams,TRUE,2014-12-15T23:48:08+00:00,reliable,20107,#N/A
AlexFlecx,TRUE,2014-12-16T00:03:02+00:00,reliable,5165,#N/A
rubycoughman,TRUE,2014-12-21T03:26:55+00:00,reliable,4226,#N/A
analrepubicans,TRUE,2014-12-25T19:29:21+00:00,reliable,1205,#N/A
4everyoungmary,TRUE,2014-12-27T17:10:16+00:00,reliable,19114,#N/A
JustinGsays,TRUE,2014-12-30T19:02:36+00:00,reliable,837,#N/A
a237d2eb9725406,TRUE,2015-01-02T03:09:09+00:00,reliable,72581,#N/A
maaae04,TRUE,2015-01-02T17:47:24+00:00,reliable,2269,#N/A
Rimsha__Naeem,TRUE,2015-01-06T08:39:59+00:00,reliable,824,#N/A
chipdachip,TRUE,2015-01-06T21:50:42+00:00,reliable,794,#N/A
sofia_daroodi,TRUE,2015-01-16T04:41:01+00:00,reliable,1426,#N/A
sdeepmahapatra,TRUE,2015-01-16T11:43:26+00:00,reliable,15967,#N/A
Jon_tweets_now,TRUE,2015-01-18T04:53:02+00:00,reliable,8966,#N/A
Dylan_Ober,TRUE,2015-01-18T16:30:54+00:00,reliable,4550,#N/A
Kind_Designs,TRUE,2015-01-20T18:00:26+00:00,reliable,5050,#N/A
dan_spedsteen,TRUE,2015-01-21T03:23:09+00:00,reliable,2476,#N/A
ericaamarie210,TRUE,2015-01-24T14:34:59+00:00,reliable,4206,#N/A
LadSamzzy,TRUE,2015-01-26T13:31:32+00:00,reliable,2679,#N/A
zdoglinds,TRUE,2015-01-28T01:52:13+00:00,reliable,3836,#N/A
Tea_Jayyy,TRUE,2015-01-28T04:14:54+00:00,reliable,2705,#N/A
evanhall62,TRUE,2015-01-28T20:23:30+00:00,reliable,4223,#N/A
annaahalll,TRUE,2015-01-31T19:58:51+00:00,reliable,2506,#N/A
shealynkelley,TRUE,2015-02-07T06:31:40+00:00,reliable,14817,#N/A
youdakangjian,TRUE,2015-02-07T22:30:23+00:00,reliable,1584,#N/A
GibsonMarshag93,TRUE,2015-02-13T03:16:21+00:00,reliable,3979,#N/A
rjhunt5,TRUE,2015-02-19T11:23:10+00:00,reliable,29384,#N/A
BDewley,TRUE,2015-02-26T23:28:54+00:00,reliable,5105,#N/A
fusentrap,TRUE,2015-03-01T00:00:57+00:00,reliable,3464,#N/A
Balitravelguys,TRUE,2015-03-01T06:57:15+00:00,reliable,6905,#N/A
caraccio_frank,TRUE,2015-03-04T15:54:11+00:00,reliable,3754,#N/A
VikingThunder89,TRUE,2015-03-06T18:41:37+00:00,reliable,10612,#N/A
Corp_Vision,TRUE,2015-03-19T09:47:07+00:00,reliable,4375,#N/A
MillzMullens,TRUE,2015-03-21T16:30:31+00:00,reliable,792,#N/A
EverettDahl,TRUE,2015-03-22T18:54:20+00:00,reliable,980,#N/A
jlfrisk,TRUE,2015-03-22T19:44:31+00:00,reliable,1501,#N/A
lizzleBT,TRUE,2015-03-23T17:06:18+00:00,reliable,6884,#N/A
LeistiMia,TRUE,2015-03-26T06:27:21+00:00,reliable,2807,#N/A
SchwachBills33,TRUE,2015-03-31T19:24:37+00:00,reliable,3582,#N/A
pai_augusto,TRUE,2015-04-03T20:13:27+00:00,reliable,2011,#N/A
MollyMQ,TRUE,2015-04-06T19:10:58+00:00,reliable,,#N/A
kylapearson_,TRUE,2015-04-11T16:22:07+00:00,reliable,2285,#N/A
briandd42,TRUE,2015-04-11T18:57:54+00:00,reliable,1829,#N/A
BizarroAthlete,TRUE,2015-04-15T00:02:18+00:00,reliable,4969,#N/A
geoffreychiri13,TRUE,2015-04-16T17:31:21+00:00,reliable,5683,#N/A
wilundamati,TRUE,2015-04-17T07:41:34+00:00,reliable,794,#N/A
ohkafuimykafui,TRUE,2015-04-18T22:24:56+00:00,reliable,9522,#N/A
VectorGambiteer,TRUE,2015-04-19T21:08:58+00:00,reliable,3884,#N/A
MelissaFalcon_,TRUE,2015-04-22T16:17:32+00:00,reliable,7964,#N/A
juicyyjazzzy,TRUE,2015-04-24T14:23:14+00:00,reliable,2900,#N/A
LabbyBanty9,TRUE,2015-04-25T12:56:58+00:00,reliable,6684,#N/A
moody77798,TRUE,2015-05-02T22:16:12+00:00,reliable,6802,#N/A
gigidyguggy,TRUE,2015-05-04T20:51:38+00:00,reliable,2236,#N/A
unofficialrays,TRUE,2015-05-06T02:10:52+00:00,reliable,4946,#N/A
nicoleimbang,TRUE,2015-05-07T08:17:24+00:00,reliable,4108,#N/A
thesheeznits,TRUE,2015-05-09T11:01:11+00:00,reliable,3995,#N/A
DrMinutia,TRUE,2015-05-11T20:39:37+00:00,reliable,5441,#N/A
butnickdavis,TRUE,2015-05-13T04:00:03+00:00,reliable,2051,#N/A
Dylannicol47,TRUE,2015-05-14T22:15:49+00:00,reliable,5119,#N/A
KProudnikov,TRUE,2015-05-20T18:08:21+00:00,reliable,2627,#N/A
Beyoutoofullest,TRUE,2015-05-20T20:42:52+00:00,reliable,8934,#N/A
23_laflare,TRUE,2015-05-23T14:38:20+00:00,reliable,4284,#N/A
eziodraven,TRUE,2015-05-27T17:31:57+00:00,reliable,14122,#N/A
fikreus11,TRUE,2015-05-30T14:45:29+00:00,reliable,6579,#N/A
raosaad8030,TRUE,2015-06-01T08:33:39+00:00,reliable,4308,#N/A
KeaneDeirdre6,TRUE,2015-06-01T18:12:14+00:00,reliable,2682,#N/A
CraxMoss,TRUE,2015-06-06T21:58:27+00:00,reliable,5958,#N/A
wonderfulkazoo,TRUE,2015-06-07T18:51:34+00:00,reliable,16661,#N/A
MMakamanzi,TRUE,2015-06-10T07:37:06+00:00,reliable,1765,#N/A
bellarandvere,TRUE,2015-06-11T04:36:33+00:00,reliable,1549,#N/A
Octagonality,TRUE,2015-06-12T12:51:22+00:00,reliable,2966,#N/A
SnehalKandari,TRUE,2015-06-12T20:06:56+00:00,reliable,955,#N/A
melijustcant,TRUE,2015-06-14T18:40:20+00:00,reliable,4367,#N/A
DanielainPa,TRUE,2015-06-17T21:30:05+00:00,reliable,8819,#N/A
DNeff1984,TRUE,2015-06-22T00:09:38+00:00,reliable,6340,#N/A
Alexleelovestay,TRUE,2015-06-25T08:00:10+00:00,reliable,1459,#N/A
chdelarosa88,TRUE,2015-06-26T10:44:53+00:00,reliable,2330,#N/A
BillHareClimate,TRUE,2015-07-01T08:14:49+00:00,reliable,34212,#N/A
rfmsisonn,TRUE,2015-07-02T12:43:09+00:00,reliable,2843,#N/A
bulsey5,TRUE,2015-07-02T16:34:10+00:00,reliable,1082,#N/A
TheRitoMage,TRUE,2015-07-08T15:26:18+00:00,reliable,3969,#N/A
Medelalpha,TRUE,2015-07-08T17:34:48+00:00,reliable,8512,#N/A
SMowaffak,TRUE,2015-07-10T08:39:37+00:00,reliable,3520,#N/A
NormalNico,TRUE,2015-07-10T20:54:46+00:00,reliable,,#N/A
JeTraum,TRUE,2015-07-13T22:35:27+00:00,reliable,3785,#N/A
trevizo_twnview,TRUE,2015-07-15T19:26:08+00:00,reliable,2284,#N/A
fats099,TRUE,2015-07-16T14:13:44+00:00,reliable,2978,#N/A
_tianieee_,TRUE,2015-07-17T22:22:34+00:00,reliable,2939,#N/A
BatemanDamond,TRUE,2015-07-18T01:04:53+00:00,reliable,3860,#N/A
Braggadociouss,TRUE,2015-07-22T03:17:36+00:00,reliable,4970,#N/A
sarina___ariana,TRUE,2015-07-22T06:03:00+00:00,reliable,4020,#N/A
mudblack_,TRUE,2015-07-29T19:29:47+00:00,reliable,4805,#N/A
keepmelovely,TRUE,2015-07-30T21:26:21+00:00,reliable,504,#N/A
TamukaMartin,TRUE,2015-08-01T23:23:00+00:00,reliable,4573,#N/A
buubaal21,TRUE,2015-08-07T16:44:51+00:00,reliable,4653,#N/A
imendez1969,TRUE,2015-08-07T19:31:24+00:00,reliable,1099,#N/A
ClaireWrongley,TRUE,2015-08-09T19:02:23+00:00,reliable,1633,#N/A
gorgeousJester,TRUE,2015-08-10T04:05:58+00:00,reliable,1363,#N/A
SuperDuperyman,TRUE,2015-08-10T18:38:25+00:00,reliable,3242,#N/A
Evrfeather,TRUE,2015-08-10T22:07:22+00:00,reliable,1256,#N/A
ncncope1,TRUE,2015-08-11T03:26:35+00:00,reliable,2885,#N/A
undakii,TRUE,2015-08-12T00:03:27+00:00,reliable,7325,#N/A
H_Mendez98,TRUE,2015-08-12T04:33:04+00:00,reliable,2718,#N/A
Su_e_williamson,TRUE,2015-08-15T13:56:10+00:00,reliable,3025,#N/A
matthewep528,TRUE,2015-08-15T21:06:38+00:00,reliable,2870,#N/A
levin_sheila,TRUE,2015-08-20T13:28:14+00:00,reliable,2757,#N/A
watisandi,TRUE,2015-08-22T19:33:51+00:00,reliable,2681,#N/A
xma_dc,TRUE,2015-08-23T19:30:41+00:00,reliable,2481,#N/A
RiskFrontiers,TRUE,2015-08-24T06:43:40+00:00,reliable,1329,#N/A
Agile_Fatman,TRUE,2015-08-24T07:33:56+00:00,reliable,3225,#N/A
jacobgendein31,TRUE,2015-08-30T03:54:21+00:00,reliable,3083,#N/A
RachnaRandhava,TRUE,2015-09-09T03:14:47+00:00,reliable,3985,#N/A
Patricknperry,TRUE,2015-09-09T06:10:34+00:00,reliable,4110,#N/A
TropibaL,TRUE,2015-09-10T01:20:24+00:00,reliable,,#N/A
roach_coach911,TRUE,2015-09-10T14:42:04+00:00,reliable,8378,#N/A
ninarieee,TRUE,2015-09-11T01:22:56+00:00,reliable,1415,#N/A
bcscedtech,TRUE,2015-09-11T01:32:40+00:00,reliable,2790,#N/A
beanne123,TRUE,2015-09-14T01:02:11+00:00,reliable,157837,#N/A
mountnjack,TRUE,2015-09-15T06:16:25+00:00,reliable,5888,#N/A
ScottKelsey6,TRUE,2015-09-17T04:55:52+00:00,reliable,4825,#N/A
ResearchBazaar,TRUE,2015-09-18T09:57:49+00:00,reliable,1095,#N/A
ViewsNewsMag,TRUE,2015-09-20T14:25:04+00:00,reliable,4034,#N/A
tmesposit,TRUE,2015-09-21T02:29:22+00:00,reliable,2626,#N/A
_jonberr,TRUE,2015-09-21T22:59:59+00:00,reliable,7344,#N/A
THingerty,TRUE,2015-09-25T14:58:15+00:00,reliable,35512,#N/A
LindaBKroger,TRUE,2015-09-29T21:28:40+00:00,reliable,1743,#N/A
wo4__,TRUE,2015-10-01T20:43:23+00:00,reliable,10888,#N/A
sabrixaguilar,TRUE,2015-10-05T23:31:36+00:00,reliable,1228,#N/A
inc432,TRUE,2015-10-06T15:23:44+00:00,reliable,19549,#N/A
alyyssa_a,TRUE,2015-10-08T05:02:41+00:00,reliable,2906,#N/A
tescolagerr,TRUE,2015-10-09T16:44:05+00:00,reliable,3271,#N/A
madkowBT,TRUE,2015-10-09T18:35:29+00:00,reliable,1939,#N/A
endbendy,TRUE,2015-10-12T00:26:05+00:00,reliable,6418,#N/A
josephfra_,TRUE,2015-10-12T16:49:32+00:00,reliable,30368,#N/A
firecyberice,TRUE,2015-10-14T07:49:56+00:00,reliable,2110,#N/A
P_Zangeneh,TRUE,2015-10-15T03:21:30+00:00,reliable,1445,#N/A
caffeinatedkrys,TRUE,2015-10-15T17:57:03+00:00,reliable,9729,#N/A
imogenhbaxter,TRUE,2015-10-19T09:42:02+00:00,reliable,2247,#N/A
BrosephKoochie,TRUE,2015-10-20T00:55:13+00:00,reliable,9490,#N/A
Elizhernandez8,TRUE,2015-10-22T20:09:19+00:00,reliable,2734,#N/A
eusouaLee,TRUE,2015-10-23T00:23:53+00:00,reliable,3806,#N/A
peppermiller041,TRUE,2015-10-24T15:17:50+00:00,reliable,2849,#N/A
super_nin10do,TRUE,2015-10-28T07:04:44+00:00,reliable,1170,#N/A
Gabb_barkz_,TRUE,2015-10-28T14:54:36+00:00,reliable,1714,#N/A
HarrietField_3,TRUE,2015-10-30T08:21:30+00:00,reliable,561,#N/A
umm_sav,TRUE,2015-11-02T05:29:19+00:00,reliable,18009,#N/A
