username,user_found,created_at,Labels,,,,,,,
mybangla24,TRUE,2013-10-03T20:48:18+00:00,reliable,,,,,,,
ObeyMyClass69,TRUE,2013-10-07T01:40:37+00:00,reliable,,,,,,,
Linsley71,TRUE,2013-10-10T20:21:39+00:00,reliable,,,,,,,
NatVernem,TRUE,2013-10-10T22:10:59+00:00,reliable,,,,,,,
BenedictNeoh,TRUE,2013-10-12T18:47:43+00:00,reliable,,,,,,,
whitelow1959,TRUE,2013-10-12T22:15:11+00:00,reliable,,,,,,,
amberm_am,TRUE,2013-10-14T01:40:19+00:00,reliable,,,,,,,
v_teressa,TRUE,2013-10-14T13:58:02+00:00,reliable,,,,,,,
tracydepont,TRUE,2013-10-16T14:44:17+00:00,reliable,,,,,,,
encore_p,TRUE,2013-10-18T02:09:46+00:00,reliable,,,,,,,
mjb_consult,TRUE,2013-10-18T12:16:09+00:00,reliable,,,,,,,
aj_rolfe,TRUE,2013-10-18T18:46:08+00:00,reliable,,,,,,,
CastryckM,TRUE,2013-10-22T15:01:03+00:00,reliable,,,,,,,
GKpantey,TRUE,2013-10-23T16:46:14+00:00,reliable,,,,,,,
desconltd,TRUE,2013-10-25T12:44:32+00:00,reliable,,,,,,,
Iluba98,TRUE,2013-11-02T13:17:57+00:00,reliable,,,,,,,
Unknown674,TRUE,2013-11-06T03:45:28+00:00,reliable,,,,,,,
dank_as_fuck,TRUE,2013-11-09T18:13:19+00:00,reliable,,,,,,,
ChadHale101,TRUE,2013-11-10T14:20:06+00:00,reliable,,,,,,,
MoemoeKruse,TRUE,2013-11-10T16:53:06+00:00,reliable,,,,,,,
SWilde72,TRUE,2013-11-15T23:01:58+00:00,reliable,,,,,,,
PstonePolitics,TRUE,2013-11-16T19:57:22+00:00,reliable,,,,,,,
EandWEducation,TRUE,2013-11-20T16:11:18+00:00,reliable,,,,,,,
versacemalkin,TRUE,2013-11-20T17:09:28+00:00,reliable,,,,,,,
AdMasterCaplan,TRUE,2013-11-21T05:04:47+00:00,reliable,,,,,,,
ryan_nomarbles,TRUE,2013-11-21T16:53:29+00:00,reliable,,,,,,,
KasKaren64,TRUE,2013-11-25T00:34:49+00:00,reliable,,,,,,,
younghuple,TRUE,2013-12-01T20:53:17+00:00,reliable,,,,,,,
Brandon_Long15,TRUE,2013-12-02T14:52:17+00:00,reliable,,,,,,,
CanadaDan55,TRUE,2013-12-06T06:13:29+00:00,reliable,,,,,,,
iracer13,TRUE,2013-12-07T16:27:13+00:00,reliable,,,,,,,
wet_willy_lamp,TRUE,2013-12-08T21:35:05+00:00,reliable,,,,,,,
HawkinsMikita,TRUE,2013-12-10T03:19:14+00:00,reliable,,,,,,,
coussquared,TRUE,2013-12-10T08:01:56+00:00,reliable,,,,,,,
jpurcell_jayne,TRUE,2013-12-10T09:28:24+00:00,reliable,,,,,,,
colemadray,TRUE,2013-12-11T00:33:13+00:00,reliable,,,,,,,
Reggypanache,TRUE,2013-12-11T07:40:51+00:00,reliable,,,,,,,
R_E_Tidwell,TRUE,2013-12-12T18:13:18+00:00,reliable,,,,,,,
the_calypso11,TRUE,2013-12-19T16:39:38+00:00,reliable,,,,,,,
dimmadonot,TRUE,2013-12-20T01:02:30+00:00,reliable,,,,,,,
macimchenry,TRUE,2013-12-22T14:55:32+00:00,reliable,,,,,,,
RozayIbnmadiba,TRUE,2013-12-25T10:56:05+00:00,reliable,,,,,,,
ZaneGrober,TRUE,2013-12-29T06:53:17+00:00,reliable,,,,,,,
maggie_marie2,TRUE,2014-01-01T22:07:47+00:00,reliable,,,,,,,
LuckyLuciano18k,TRUE,2014-01-02T16:41:03+00:00,reliable,,,,,,,
CornoDyke,TRUE,2014-01-03T22:38:36+00:00,reliable,,,,,,,
prcsr37,TRUE,2014-01-06T16:32:38+00:00,reliable,,,,,,,
CraigslistkiiLa,TRUE,2014-01-07T04:54:20+00:00,reliable,,,,,,,
sathviklakkaraj,TRUE,2014-01-10T13:55:55+00:00,reliable,,,,,,,
QhaBhuti,TRUE,2014-01-12T07:08:15+00:00,reliable,,,,,,,
lordvnn,TRUE,2014-01-14T04:48:38+00:00,reliable,,,,,,,
BeltonDan,TRUE,2014-01-15T20:15:07+00:00,reliable,,,,,,,
SchubbJ,TRUE,2014-01-18T02:51:49+00:00,reliable,,,,,,,
Daisysdream_,TRUE,2014-01-20T06:25:34+00:00,reliable,,,,,,,
ecox494,TRUE,2014-01-26T03:27:00+00:00,reliable,,,,,,,
ebwiz42,TRUE,2014-01-27T01:21:12+00:00,reliable,,,,,,,
ZebraMalone,TRUE,2014-01-27T01:50:48+00:00,reliable,,,,,,,
Curtis_CH99,TRUE,2014-01-27T16:16:39+00:00,reliable,,,,,,,
ShadowStep1983,TRUE,2014-01-28T21:33:04+00:00,reliable,,,,,,,
Teruko_U,TRUE,2014-01-29T11:11:27+00:00,reliable,,,,,,,
Summerisgood14,TRUE,2014-01-31T01:53:21+00:00,reliable,,,,,,,
Kennyathome,TRUE,2014-02-01T18:00:02+00:00,reliable,,,,,,,
TheDylanger,TRUE,2014-02-01T20:37:26+00:00,reliable,,,,,,,
erincarpenter62,TRUE,2014-02-02T02:05:35+00:00,reliable,,,,,,,
macelaney,TRUE,2014-02-02T20:06:15+00:00,reliable,,,,,,,
rmrenfields,TRUE,2014-02-04T22:05:14+00:00,reliable,,,,,,,
mmmehl67,TRUE,2014-02-10T18:09:39+00:00,reliable,,,,,,,
HeeliesKing,TRUE,2014-02-11T21:40:38+00:00,reliable,,,,,,,
laraine_simmons,TRUE,2014-02-16T09:36:31+00:00,reliable,,,,,,,
wahono_allin,TRUE,2014-02-19T08:52:32+00:00,reliable,,,,,,,
pillageandBYRNE,TRUE,2014-02-19T15:40:54+00:00,reliable,,,,,,,
RashedRabaa,TRUE,2014-02-22T05:01:57+00:00,reliable,,,,,,,
George269Bonsu,TRUE,2014-02-25T10:37:31+00:00,reliable,,,,,,,
virgina_woolf,TRUE,2014-02-27T06:02:09+00:00,reliable,,,,,,,
absspang,TRUE,2014-03-03T00:03:13+00:00,reliable,,,,,,,
jasmine_n_t,TRUE,2014-03-05T03:51:46+00:00,reliable,,,,,,,
TylerKalm,TRUE,2014-03-05T04:16:49+00:00,reliable,,,,,,,
moretoast9,TRUE,2014-03-07T21:05:18+00:00,reliable,,,,,,,
baw308,TRUE,2014-03-12T02:42:13+00:00,reliable,,,,,,,
shwa_o,TRUE,2014-03-13T17:51:08+00:00,reliable,,,,,,,
saulibarra80,TRUE,2014-03-17T01:00:30+00:00,reliable,,,,,,,
dansumlovesyou,TRUE,2014-03-21T17:20:40+00:00,reliable,,,,,,,
stacebass,TRUE,2014-03-21T17:32:14+00:00,reliable,,,,,,,
rmhoyt,TRUE,2014-03-22T17:08:01+00:00,reliable,,,,,,,
PGTIBoston,TRUE,2014-03-23T15:46:41+00:00,reliable,,,,,,,
e3huffy,TRUE,2014-03-26T19:57:46+00:00,reliable,,,,,,,
TUltimator,TRUE,2014-03-27T11:16:24+00:00,reliable,,,,,,,
ErminiaVoccia,TRUE,2014-03-28T14:40:58+00:00,reliable,,,,,,,
mckaya_lanovara,TRUE,2014-04-01T00:49:41+00:00,reliable,,,,,,,
MCdooglebear,TRUE,2014-04-01T07:45:46+00:00,reliable,,,,,,,
roastedchesnut,TRUE,2014-04-03T21:46:29+00:00,reliable,,,,,,,
Adefeon,TRUE,2014-04-07T09:24:10+00:00,reliable,,,,,,,
son_setting,TRUE,2014-04-08T00:49:16+00:00,reliable,,,,,,,
SmithDwight08,TRUE,2014-04-09T13:09:19+00:00,reliable,,,,,,,
AysegulAydadal,TRUE,2014-04-09T13:57:00+00:00,reliable,,,,,,,
pj_fletch,TRUE,2014-04-10T16:14:00+00:00,reliable,,,,,,,
aidan_donaghy,TRUE,2014-04-13T03:22:01+00:00,reliable,,,,,,,
Jenniferwong617,TRUE,2014-04-14T18:38:24+00:00,reliable,,,,,,,
themichnkansah,TRUE,2014-04-15T21:41:25+00:00,reliable,,,,,,,
HenryAoki,TRUE,2014-04-16T02:42:27+00:00,reliable,,,,,,,
Jaco1094,TRUE,2014-04-17T00:45:14+00:00,reliable,,,,,,,
BarneyTwist,TRUE,2014-04-17T10:09:49+00:00,reliable,,,,,,,
ShawntellU,TRUE,2014-04-24T15:34:44+00:00,reliable,,,,,,,
Kathyyvalenciaa,TRUE,2014-04-24T23:55:11+00:00,reliable,,,,,,,
theJosharoooo,TRUE,2014-04-27T04:48:22+00:00,reliable,,,,,,,
samshuirmanator,TRUE,2014-04-30T02:37:45+00:00,reliable,,,,,,,
SpaghettiSal,TRUE,2014-05-01T00:43:43+00:00,reliable,,,,,,,
cvmyr,TRUE,2014-05-03T13:56:17+00:00,reliable,,,,,,,
mariogascon43,TRUE,2014-05-04T23:24:24+00:00,reliable,,,,,,,
FinneganCara,TRUE,2014-05-08T16:10:03+00:00,reliable,,,,,,,
P__J_C_,TRUE,2014-05-08T17:03:31+00:00,reliable,,,,,,,
Hites5Caleb,TRUE,2014-05-13T00:52:24+00:00,reliable,,,,,,,
chaayseen,TRUE,2014-05-13T23:48:50+00:00,reliable,,,,,,,
rjlhardwick,TRUE,2014-05-16T11:03:48+00:00,reliable,,,,,,,
maxtodd2000,TRUE,2014-05-26T20:25:57+00:00,reliable,,,,,,,
AlexPhomPhom,TRUE,2014-05-30T10:56:23+00:00,reliable,,,,,,,
shonie998,TRUE,2014-05-31T04:32:03+00:00,reliable,,,,,,,
MettaMatt9,TRUE,2014-06-01T02:03:44+00:00,reliable,,,,,,,
liberty_rob,TRUE,2014-06-01T17:34:56+00:00,reliable,,,,,,,
_ronnie_foreman,TRUE,2014-06-02T01:26:29+00:00,reliable,,,,,,,
taylorbakel,TRUE,2014-06-04T07:22:39+00:00,reliable,,,,,,,
csarge813,TRUE,2014-06-07T01:35:32+00:00,reliable,,,,,,,
mattie_park18,TRUE,2014-06-07T22:12:25+00:00,reliable,,,,,,,
treywolfe45,TRUE,2014-06-12T03:01:18+00:00,reliable,,,,,,,
AidanMcnall,TRUE,2014-06-13T01:24:18+00:00,reliable,,,,,,,
venugopal8179,TRUE,2014-06-13T05:14:16+00:00,reliable,,,,,,,
blanchardolivi2,TRUE,2014-06-14T15:56:11+00:00,reliable,,,,,,,
micahwestby,TRUE,2014-06-16T20:01:24+00:00,reliable,,,,,,,
MichelleVoce,TRUE,2014-06-17T04:51:07+00:00,reliable,,,,,,,
Komodo_Shaggins,TRUE,2014-06-17T15:47:50+00:00,reliable,,,,,,,
mk0hlb3ck,TRUE,2014-06-25T19:02:45+00:00,reliable,,,,,,,
hashtagTwinsys,TRUE,2014-06-28T02:45:27+00:00,reliable,,,,,,,
MelManku,TRUE,2014-06-28T20:49:02+00:00,reliable,,,,,,,
ProfeSteiner,TRUE,2014-07-10T19:34:33+00:00,reliable,,,,,,,
aliya782,TRUE,2014-07-12T06:10:54+00:00,reliable,,,,,,,
mudpecker,TRUE,2014-07-12T09:17:18+00:00,reliable,,,,,,,
kashishkay,TRUE,2014-07-12T10:52:02+00:00,reliable,,,,,,,
Flexies_,TRUE,2014-07-19T07:38:38+00:00,reliable,,,,,,,
VPCCoppell,TRUE,2014-07-24T23:38:48+00:00,reliable,,,,,,,
TessHottenroth,TRUE,2014-07-28T19:18:01+00:00,reliable,,,,,,,
SheepofDisguise,TRUE,2014-08-01T23:59:50+00:00,reliable,,,,,,,
infntedecisions,TRUE,2014-08-03T16:46:00+00:00,reliable,,,,,,,
elenamagidson,TRUE,2014-08-06T00:02:14+00:00,reliable,,,,,,,
ulisesrusoperez,TRUE,2014-08-07T21:15:52+00:00,reliable,,,,,,,
sandralhogue,TRUE,2014-08-08T16:19:03+00:00,reliable,,,,,,,
Kyle_Curran_2,TRUE,2014-08-09T16:00:49+00:00,reliable,,,,,,,
fozzie_monster,TRUE,2014-08-09T18:56:19+00:00,reliable,,,,,,,
UnNoobD,TRUE,2014-08-09T20:48:48+00:00,reliable,,,,,,,
bzrkty,TRUE,2014-08-11T01:26:37+00:00,reliable,,,,,,,
AdamesChantelle,TRUE,2014-08-12T22:02:02+00:00,reliable,,,,,,,
Raktradinguae,TRUE,2014-08-14T10:03:59+00:00,reliable,,,,,,,
rdalea29,TRUE,2014-08-18T01:05:18+00:00,reliable,,,,,,,
CreativiPie_,TRUE,2014-08-19T02:23:25+00:00,reliable,,,,,,,
hessuccessful,TRUE,2014-08-23T15:57:12+00:00,reliable,,,,,,,
McbeeBill,TRUE,2014-08-26T21:19:12+00:00,reliable,,,,,,,
JustANeymarFan_,TRUE,2014-08-29T10:18:41+00:00,reliable,,,,,,,
mohsinksid,TRUE,2014-08-29T22:58:04+00:00,reliable,,,,,,,
ukalaehle,TRUE,2014-08-30T19:18:37+00:00,reliable,,,,,,,
super_van88,TRUE,2014-08-31T04:00:28+00:00,reliable,,,,,,,
kel_robbins,TRUE,2014-09-03T22:23:21+00:00,reliable,,,,,,,
bpomegranate,TRUE,2014-09-06T02:31:06+00:00,reliable,,,,,,,
rogerjsmith58,TRUE,2014-09-07T19:24:22+00:00,reliable,,,,,,,
Topshelfsweet,TRUE,2014-09-12T04:13:47+00:00,reliable,,,,,,,
riileynicoleg,TRUE,2014-09-13T15:09:52+00:00,reliable,,,,,,,
mylozileto,TRUE,2014-09-18T02:02:39+00:00,reliable,,,,,,,
aarotberg,TRUE,2014-09-22T00:07:18+00:00,reliable,,,,,,,
zoialanyab,TRUE,2014-09-24T02:08:44+00:00,reliable,,,,,,,
sac1234a,TRUE,2014-09-26T22:23:16+00:00,reliable,,,,,,,
aashaw32,TRUE,2014-09-29T19:48:29+00:00,reliable,,,,,,,
PrestonBlair_,TRUE,2014-09-29T20:38:49+00:00,reliable,,,,,,,
uncertainveggie,TRUE,2014-10-01T01:05:37+00:00,reliable,,,,,,,
munozliliana84,TRUE,2014-10-03T00:28:57+00:00,reliable,,,,,,,
goldrose2014,TRUE,2014-10-09T05:23:57+00:00,reliable,,,,,,,
RosyeCloud,TRUE,2014-10-11T18:56:02+00:00,reliable,,,,,,,
matt_younng,TRUE,2014-10-15T11:31:11+00:00,reliable,,,,,,,
LukkaChaves_exe,TRUE,2014-10-16T02:13:45+00:00,reliable,,,,,,,
ironwirevip,TRUE,2014-10-17T13:24:05+00:00,reliable,,,,,,,
CarpeCras,TRUE,2014-10-19T22:24:04+00:00,reliable,,,,,,,
dymaund,TRUE,2014-10-22T20:56:07+00:00,reliable,,,,,,,
Pliskin935,TRUE,2014-10-25T09:40:36+00:00,reliable,,,,,,,
dhcade96,TRUE,2014-10-26T15:35:57+00:00,reliable,,,,,,,
allysonsalavich,TRUE,2014-10-26T19:19:03+00:00,reliable,,,,,,,
jermaine_kaw,TRUE,2014-10-28T00:02:00+00:00,reliable,,,,,,,
EvanHogg8132,TRUE,2014-10-31T02:47:23+00:00,reliable,,,,,,,
SwallowDave,TRUE,2014-11-03T19:09:04+00:00,reliable,,,,,,,
_flightSlim_,TRUE,2014-11-05T22:01:28+00:00,reliable,,,,,,,
this_isathing,TRUE,2014-11-06T00:23:16+00:00,reliable,,,,,,,
Spiceist,TRUE,2014-11-06T19:19:06+00:00,reliable,,,,,,,
TWY_NS,TRUE,2014-11-08T00:25:41+00:00,reliable,,,,,,,
tonywabash,TRUE,2014-11-08T01:29:45+00:00,reliable,,,,,,,
ElSenorCZ,TRUE,2014-11-10T14:57:53+00:00,reliable,,,,,,,
Dano5988,TRUE,2014-11-11T23:22:14+00:00,reliable,,,,,,,
Ytfelc1,TRUE,2014-11-15T15:47:18+00:00,reliable,,,,,,,
CurtisDeGroote,TRUE,2014-11-15T19:35:36+00:00,reliable,,,,,,,
akaBigCat,TRUE,2014-11-16T00:43:44+00:00,reliable,,,,,,,
sanjbrit15,TRUE,2014-11-19T06:20:23+00:00,reliable,,,,,,,
meldogpi01,TRUE,2014-11-25T00:44:19+00:00,reliable,,,,,,,
tatah_sunshine,TRUE,2014-11-26T18:28:54+00:00,reliable,,,,,,,
ClaireSegundo,TRUE,2014-11-28T00:11:43+00:00,reliable,,,,,,,
AVaughns22,TRUE,2014-12-01T11:41:40+00:00,reliable,,,,,,,
marcothenarco,TRUE,2014-12-01T19:15:36+00:00,reliable,,,,,,,
larrythebeerman,TRUE,2014-12-04T22:49:37+00:00,reliable,,,,,,,
Hvolt35,TRUE,2014-12-06T21:53:50+00:00,reliable,,,,,,,
AmbroseTheodore,TRUE,2014-12-07T23:34:35+00:00,reliable,,,,,,,
chris_stans,TRUE,2014-12-10T02:13:10+00:00,reliable,,,,,,,
Thunder_Armads,TRUE,2014-12-15T01:11:12+00:00,reliable,,,,,,,
KeioshaDreams,TRUE,2014-12-15T23:48:08+00:00,reliable,,,,,,,
AlexFlecx,TRUE,2014-12-16T00:03:02+00:00,reliable,,,,,,,
nathrik01,TRUE,2014-12-17T19:50:14+00:00,reliable,,,,,,,
rubycoughman,TRUE,2014-12-21T03:26:55+00:00,reliable,,,,,,,
analrepubicans,TRUE,2014-12-25T19:29:21+00:00,reliable,,,,,,,
4everyoungmary,TRUE,2014-12-27T17:10:16+00:00,reliable,,,,,,,
JustinGsays,TRUE,2014-12-30T19:02:36+00:00,reliable,,,,,,,
a237d2eb9725406,TRUE,2015-01-02T03:09:09+00:00,reliable,,,,,,,
maaae04,TRUE,2015-01-02T17:47:24+00:00,reliable,,,,,,,
Rimsha__Naeem,TRUE,2015-01-06T08:39:59+00:00,reliable,,,,,,,
chipdachip,TRUE,2015-01-06T21:50:42+00:00,reliable,,,,,,,
sofia_daroodi,TRUE,2015-01-16T04:41:01+00:00,reliable,,,,,,,
sdeepmahapatra,TRUE,2015-01-16T11:43:26+00:00,reliable,,,,,,,
Jon_tweets_now,TRUE,2015-01-18T04:53:02+00:00,reliable,,,,,,,
Dylan_Ober,TRUE,2015-01-18T16:30:54+00:00,reliable,,,,,,,
Kind_Designs,TRUE,2015-01-20T18:00:26+00:00,reliable,,,,,,,
dan_spedsteen,TRUE,2015-01-21T03:23:09+00:00,reliable,,,,,,,
ericaamarie210,TRUE,2015-01-24T14:34:59+00:00,reliable,,,,,,,
LadSamzzy,TRUE,2015-01-26T13:31:32+00:00,reliable,,,,,,,
zdoglinds,TRUE,2015-01-28T01:52:13+00:00,reliable,,,,,,,
Tea_Jayyy,TRUE,2015-01-28T04:14:54+00:00,reliable,,,,,,,
evanhall62,TRUE,2015-01-28T20:23:30+00:00,reliable,,,,,,,
annaahalll,TRUE,2015-01-31T19:58:51+00:00,reliable,,,,,,,
shealynkelley,TRUE,2015-02-07T06:31:40+00:00,reliable,,,,,,,
youdakangjian,TRUE,2015-02-07T22:30:23+00:00,reliable,,,,,,,
GibsonMarshag93,TRUE,2015-02-13T03:16:21+00:00,reliable,,,,,,,
rjhunt5,TRUE,2015-02-19T11:23:10+00:00,reliable,,,,,,,
BDewley,TRUE,2015-02-26T23:28:54+00:00,reliable,,,,,,,
fusentrap,TRUE,2015-03-01T00:00:57+00:00,reliable,,,,,,,
Balitravelguys,TRUE,2015-03-01T06:57:15+00:00,reliable,,,,,,,
caraccio_frank,TRUE,2015-03-04T15:54:11+00:00,reliable,,,,,,,
VikingThunder89,TRUE,2015-03-06T18:41:37+00:00,reliable,,,,,,,
Corp_Vision,TRUE,2015-03-19T09:47:07+00:00,reliable,,,,,,,
MillzMullens,TRUE,2015-03-21T16:30:31+00:00,reliable,,,,,,,
EverettDahl,TRUE,2015-03-22T18:54:20+00:00,reliable,,,,,,,
jlfrisk,TRUE,2015-03-22T19:44:31+00:00,reliable,,,,,,,
lizzleBT,TRUE,2015-03-23T17:06:18+00:00,reliable,,,,,,,
LeistiMia,TRUE,2015-03-26T06:27:21+00:00,reliable,,,,,,,
SchwachBills33,TRUE,2015-03-31T19:24:37+00:00,reliable,,,,,,,
pai_augusto,TRUE,2015-04-03T20:13:27+00:00,reliable,,,,,,,
MollyMQ,TRUE,2015-04-06T19:10:58+00:00,reliable,,,,,,,
kylapearson_,TRUE,2015-04-11T16:22:07+00:00,reliable,,,,,,,
briandd42,TRUE,2015-04-11T18:57:54+00:00,reliable,,,,,,,
BizarroAthlete,TRUE,2015-04-15T00:02:18+00:00,reliable,,,,,,,
Meghriban,TRUE,2015-04-16T10:16:22+00:00,reliable,,,,,,,
geoffreychiri13,TRUE,2015-04-16T17:31:21+00:00,reliable,,,,,,,
wilundamati,TRUE,2015-04-17T07:41:34+00:00,reliable,,,,,,,
ohkafuimykafui,TRUE,2015-04-18T22:24:56+00:00,reliable,,,,,,,
VectorGambiteer,TRUE,2015-04-19T21:08:58+00:00,reliable,,,,,,,
MelissaFalcon_,TRUE,2015-04-22T16:17:32+00:00,reliable,,,,,,,
juicyyjazzzy,TRUE,2015-04-24T14:23:14+00:00,reliable,,,,,,,
LabbyBanty9,TRUE,2015-04-25T12:56:58+00:00,reliable,,,,,,,
moody77798,TRUE,2015-05-02T22:16:12+00:00,reliable,,,,,,,
gigidyguggy,TRUE,2015-05-04T20:51:38+00:00,reliable,,,,,,,
unofficialrays,TRUE,2015-05-06T02:10:52+00:00,reliable,,,,,,,
nicoleimbang,TRUE,2015-05-07T08:17:24+00:00,reliable,,,,,,,
thesheeznits,TRUE,2015-05-09T11:01:11+00:00,reliable,,,,,,,
DrMinutia,TRUE,2015-05-11T20:39:37+00:00,reliable,,,,,,,
butnickdavis,TRUE,2015-05-13T04:00:03+00:00,reliable,,,,,,,
Dylannicol47,TRUE,2015-05-14T22:15:49+00:00,reliable,,,,,,,
KProudnikov,TRUE,2015-05-20T18:08:21+00:00,reliable,,,,,,,
Beyoutoofullest,TRUE,2015-05-20T20:42:52+00:00,reliable,,,,,,,
23_laflare,TRUE,2015-05-23T14:38:20+00:00,reliable,,,,,,,
sivashunmugamp,TRUE,2015-05-24T10:16:39+00:00,reliable,,,,,,,
eziodraven,TRUE,2015-05-27T17:31:57+00:00,reliable,,,,,,,
fikreus11,TRUE,2015-05-30T14:45:29+00:00,reliable,,,,,,,
raosaad8030,TRUE,2015-06-01T08:33:39+00:00,reliable,,,,,,,
KeaneDeirdre6,TRUE,2015-06-01T18:12:14+00:00,reliable,,,,,,,
CraxMoss,TRUE,2015-06-06T21:58:27+00:00,reliable,,,,,,,
wonderfulkazoo,TRUE,2015-06-07T18:51:34+00:00,reliable,,,,,,,
MMakamanzi,TRUE,2015-06-10T07:37:06+00:00,reliable,,,,,,,
bellarandvere,TRUE,2015-06-11T04:36:33+00:00,reliable,,,,,,,
Octagonality,TRUE,2015-06-12T12:51:22+00:00,reliable,,,,,,,
SnehalKandari,TRUE,2015-06-12T20:06:56+00:00,reliable,,,,,,,
melijustcant,TRUE,2015-06-14T18:40:20+00:00,reliable,,,,,,,
DanielainPa,TRUE,2015-06-17T21:30:05+00:00,reliable,,,,,,,
DNeff1984,TRUE,2015-06-22T00:09:38+00:00,reliable,,,,,,,
Alexleelovestay,TRUE,2015-06-25T08:00:10+00:00,reliable,,,,,,,
chdelarosa88,TRUE,2015-06-26T10:44:53+00:00,reliable,,,,,,,
BillHareClimate,TRUE,2015-07-01T08:14:49+00:00,reliable,,,,,,,
rfmsisonn,TRUE,2015-07-02T12:43:09+00:00,reliable,,,,,,,
bulsey5,TRUE,2015-07-02T16:34:10+00:00,reliable,,,,,,,
TheRitoMage,TRUE,2015-07-08T15:26:18+00:00,reliable,,,,,,,
Medelalpha,TRUE,2015-07-08T17:34:48+00:00,reliable,,,,,,,
SMowaffak,TRUE,2015-07-10T08:39:37+00:00,reliable,,,,,,,
NormalNico,TRUE,2015-07-10T20:54:46+00:00,reliable,,,,,,,
JeTraum,TRUE,2015-07-13T22:35:27+00:00,reliable,,,,,,,
trevizo_twnview,TRUE,2015-07-15T19:26:08+00:00,reliable,,,,,,,
fats099,TRUE,2015-07-16T14:13:44+00:00,reliable,,,,,,,
_tianieee_,TRUE,2015-07-17T22:22:34+00:00,reliable,,,,,,,
BatemanDamond,TRUE,2015-07-18T01:04:53+00:00,reliable,,,,,,,
Braggadociouss,TRUE,2015-07-22T03:17:36+00:00,reliable,,,,,,,
sarina___ariana,TRUE,2015-07-22T06:03:00+00:00,reliable,,,,,,,
mudblack_,TRUE,2015-07-29T19:29:47+00:00,reliable,,,,,,,
keepmelovely,TRUE,2015-07-30T21:26:21+00:00,reliable,,,,,,,
TamukaMartin,TRUE,2015-08-01T23:23:00+00:00,reliable,,,,,,,
buubaal21,TRUE,2015-08-07T16:44:51+00:00,reliable,,,,,,,
imendez1969,TRUE,2015-08-07T19:31:24+00:00,reliable,,,,,,,
ClaireWrongley,TRUE,2015-08-09T19:02:23+00:00,reliable,,,,,,,
gorgeousJester,TRUE,2015-08-10T04:05:58+00:00,reliable,,,,,,,
SuperDuperyman,TRUE,2015-08-10T18:38:25+00:00,reliable,,,,,,,
Evrfeather,TRUE,2015-08-10T22:07:22+00:00,reliable,,,,,,,
ncncope1,TRUE,2015-08-11T03:26:35+00:00,reliable,,,,,,,
undakii,TRUE,2015-08-12T00:03:27+00:00,reliable,,,,,,,
H_Mendez98,TRUE,2015-08-12T04:33:04+00:00,reliable,,,,,,,
Su_e_williamson,TRUE,2015-08-15T13:56:10+00:00,reliable,,,,,,,
matthewep528,TRUE,2015-08-15T21:06:38+00:00,reliable,,,,,,,
levin_sheila,TRUE,2015-08-20T13:28:14+00:00,reliable,,,,,,,
watisandi,TRUE,2015-08-22T19:33:51+00:00,reliable,,,,,,,
xma_dc,TRUE,2015-08-23T19:30:41+00:00,reliable,,,,,,,
RiskFrontiers,TRUE,2015-08-24T06:43:40+00:00,reliable,,,,,,,
Agile_Fatman,TRUE,2015-08-24T07:33:56+00:00,reliable,,,,,,,
jacobgendein31,TRUE,2015-08-30T03:54:21+00:00,reliable,,,,,,,
RachnaRandhava,TRUE,2015-09-09T03:14:47+00:00,reliable,,,,,,,
Patricknperry,TRUE,2015-09-09T06:10:34+00:00,reliable,,,,,,,
TropibaL,TRUE,2015-09-10T01:20:24+00:00,reliable,,,,,,,
roach_coach911,TRUE,2015-09-10T14:42:04+00:00,reliable,,,,,,,
ninarieee,TRUE,2015-09-11T01:22:56+00:00,reliable,,,,,,,
bcscedtech,TRUE,2015-09-11T01:32:40+00:00,reliable,,,,,,,
beanne123,TRUE,2015-09-14T01:02:11+00:00,reliable,,,,,,,
mountnjack,TRUE,2015-09-15T06:16:25+00:00,reliable,,,,,,,
ScottKelsey6,TRUE,2015-09-17T04:55:52+00:00,reliable,,,,,,,
ResearchBazaar,TRUE,2015-09-18T09:57:49+00:00,reliable,,,,,,,
ViewsNewsMag,TRUE,2015-09-20T14:25:04+00:00,reliable,,,,,,,
tmesposit,TRUE,2015-09-21T02:29:22+00:00,reliable,,,,,,,
_jonberr,TRUE,2015-09-21T22:59:59+00:00,reliable,,,,,,,
THingerty,TRUE,2015-09-25T14:58:15+00:00,reliable,,,,,,,
LindaBKroger,TRUE,2015-09-29T21:28:40+00:00,reliable,,,,,,,
wo4__,TRUE,2015-10-01T20:43:23+00:00,reliable,,,,,,,
sabrixaguilar,TRUE,2015-10-05T23:31:36+00:00,reliable,,,,,,,
inc432,TRUE,2015-10-06T15:23:44+00:00,reliable,,,,,,,
PGSEnterprise,TRUE,2015-10-07T14:11:07+00:00,reliable,,,,,,,
alyyssa_a,TRUE,2015-10-08T05:02:41+00:00,reliable,,,,,,,
tescolagerr,TRUE,2015-10-09T16:44:05+00:00,reliable,,,,,,,
madkowBT,TRUE,2015-10-09T18:35:29+00:00,reliable,,,,,,,
endbendy,TRUE,2015-10-12T00:26:05+00:00,reliable,,,,,,,
josephfra_,TRUE,2015-10-12T16:49:32+00:00,reliable,,,,,,,
firecyberice,TRUE,2015-10-14T07:49:56+00:00,reliable,,,,,,,
P_Zangeneh,TRUE,2015-10-15T03:21:30+00:00,reliable,,,,,,,
