username,label,HU_TweetNum,HU_TweetPercent_Original,HU_TweetPercent_Retweet,HU_AverageInterval_days,U_AccountAge_days,U_ListedNum,U_ProfileUrl,U_FollowerNumDay,U_FolloweeNumDay,U_TweetNumDay,U_ListedNumDay,total_posts,followers_count,following_count,verified,posting_frequency,aggr_text,retweet_count,follower_to_followee_ratio,retweet_ratio,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
87,reliable,50,0.16,0.84,5.397256236,3050.355099,5,0,0.025570793,0.237021585,0.155719575,0.001639153,475,78,723,0,57.56142098,url url become lost home future crypto assets opportunities policy implications url qua usr simple easy simple win crisis 1998 crisis 2008 crisis 2018 happened continuing focus important future take great success stop somethings uncertain come back real life trade day stop buy sell hour season cheap price inexpensive price reasonable price affordable price low price shark wtf cpc nice chart come back zcl thanks god btc cpc cpc url cpc qua usr good price hold long term btc aby aby url aby qua usr bitcoin normal bcs altcoin btc zcl zcl url zcl qua usr url adt xel cheap price nice chart url url channel_crypto info analytics signal cryptocurrency free 1 url 2 url anhhosomoi url url,428,0.107883817,0.901052632,118,89.5,46.61,16.91,99,118,14.41,58.47,3.39,0.85,0,0,0,0,0,0,0.85,0,0,0.85,1.69,0,0,6.78,8.47,0,0,4.24,0,11.86,9.32,2.54,0.85,0,1.69,0,0,0,0,0,5.93,3.39,1.69,0,1.69,0,0,0,0,0,0,0.85,0,0.85,0,0,15.25,0,3.39,5.93,5.08,4.24,1.69,5.08,1.69,11.86,1.69,3.39,8.47,3.39,0.85,0.85,13.56,0.85,1.69,0.85,0.85,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.85
88,reliable,50,0.56,0.44,7.696481718,3048.413675,0,0,0.023290802,0.15417855,0.11087734,0,338,71,470,0,40.97309864,piece art url dear investors way pleasure 5g benefits consumer benefits investors reminderr happyinvesting penny wise pound foolish someone happy letting reserves outflow increasing unemployment collecting lower revenue controlling inflation chickengame want large growth single time drop small growth consistent want stable market say catchingthemovement happyinvesting vast different smart intelligent one tackles problem one solves problem building look nature url expert professional find nowadays kids good money laundering taking money father showing income source trading stocks commodity crypto forex many wish trading easy stock market temple capitalism url motivation confidence expectation three majors kill actions short period time okay fine url finally feeling nepse family got margin call nepse sebon happyinvesting inflation getting high needs stop smoking weed url someone motivated starts working dream starts working story post motivational quotes nepalientrepreneur jst wnderin movie trailer also part spoiler alert credibility legal chutiyapanti con anyone like 22 years old decision making experience enough 2 months course make professional decision maker okayy thinker forward thinker attachment gmail lol sale sale sale 100 rupees advice 50 rupeee mutual fund pretty much useless investing movement people got rejected us australia visa sometime dv mcc people petrified losing freedom country ashamed slagging someone personal freedom currentaffairs first impression last impression actually ideology one human con another human smart technologies smart use stocks liabilities selling goes low asset motherfuckers value like thanks time giving buyin fuckers stocks nepse vc valuation cartels coffee day keeps inertia away url monday url friends privacy trust breaks personal data outbreak mondaythoughts ke taal ko man pari aafai lai maha rani kun chai le guff laai diyo aafulai khubai thanixe sajjan raj cold reminds hot girlfriend dumped sharing starting believe covid computer geek conspiracy driving people virtual world metaverse making addicted lockdowns allowing earn money cryptography afford covid19 metaverse cryptocurrency covid changes nothing darken economy name vaccine covid19 hyperinflation fed ready financial crisis usa looking eyes future url buy rumor sell fact short play url hello silence url beautiful art url okayy url e mc 2 url chapter url sometimes u hv understand situation u r comprehensible sorry u r hated moment found cute url ouch url airport anywhere door 21st century go anywhere p visa needed fb find girls 2 5 pictures acc page fake acc thought 8 02 pm sinc read pinocchio hv doubts people w big nose amen 2 minutes half hour yes lied mother reach home 2 mins amen anyone lawyer want sue axe company fragrance failed show girls around sprayed like showed tv fakecompany call fisherman income url pen wrote last ink left thoughts incomplete sadstory twitterstory url cup seems stressed url rolled rolled shit winter bulky blanket thought marijuana yeah rolled know successful quotes supposed practice rather posting social media really help get book amanperience dhando url instinct see guy outside window created amanperience url hello usr finally nepal opened url truth anyone dreaming like warren buffet make sure first long live like buffet 89 years old go long trade system profitable become market wizard great knowledge amanperience happyinvesting stock market uncertain future obatacles anlayst stock future prices well stock worth sell amanperience sunday happyinvesting market worked every mintue today second picture shows market indecisive time technical issue site amanperience nepse url asking influential pitchers convinced people smoke win around dairy company took 12 years assure market healthy thoughtoftheday started rain reached home lucky day monsoon2020 important invest time knowledge brain biggest assets find human body mindfulness trainyourbrain amanperience url url anything free fire burned rule business amanperience really changed grew really find something shit really experienced shit bloody annoying hence dogma find experience reflection look good bad experience amanperience growing personal thoughts economic downturn covid 19 yes written url completed really fun mentimeter quiz url mentimeterquiz via usr hero mean perfect person hero someone found achieved something beyond normal range achievement given life something bigger usr usr amanperience morning ran 5 7km feel instantly lighter physical level amanperience fitness url interesting people interested watch hdl nabil derai mathi janchan jasto cha report herda ta q3 jindabaad majjale badcha amanperience buy eps pe bull expected bood market although low margin profit good sell buy goes priority making money nepalstock amanperience url combination fear confusing kills nepal stock market operating back first know wind blowing destroy stockmarket amanperience nepse love intelligently amanperience berkshire buffett assuranceinc warren buffett berkshire hathaway chairman ceo talks coronavirus url via usr woah elon musk quote valued stock plunged tesla stock 15 billion amanperience tesla elonmusk 19th century uk 20th century usa 21st china thought amanperience corona air fear living completely become dare amanperience would u feel living flesh house url newprofilepic url diamond come near sell businessman amanperience amidnighthoughts url show underneath count kiran_shresthaa pokhara sarankot url human pokhara airport url night drinks songs friends company going great url paying positive attention usr sir entrepreneur experiences nyefktm url light saviour night thamel url bout go instagood chitlang organic village resort pvt ltd url url pretty massive year lamatar lt ल म ट र gt url य ४८ स त र नज न स यर बज रम नआउन bizshala url via usr everything need patience amanperience url amanperience url smile counteract brain tendency negative url definetly stay lavish immediately say url god success amp wisdom vinayaka url noted paragraph book secret url url need watch fed job forget beautiful moment firstly got remember amanperience one day day one decision amanperience true shit url url useful post repost happy__trader amanperience url url runnin money investopedia amanperience admit url amazing url repost foundr entrepreneur url night perfect time plan perfect time sleep choice good time amanperience wear 5 kg gold shirt buy foothpath branded nepal amanperience goodreads one word really enough url url,204,0.15106383,0.603550296,949,89.66,68.97,23.42,86.19,949,33.72,63.75,6.01,1.9,0.53,0,0.11,0.42,0,0,1.37,0,1.58,0.32,2.21,0.21,0.21,10.85,5.58,1.05,0,4.43,0.84,11.38,7.27,3.79,0.95,1.16,0.84,6.53,0.32,0.53,0.32,0.42,12.96,4.74,1.9,1.58,2.63,1.69,1.05,3.9,1.9,0.42,0.74,3.06,1.48,0.84,0,0.63,9.69,1.37,2.32,3.16,3.16,1.05,2.63,6.53,0.95,12.43,2.32,4.11,6.22,8.54,1.79,0.63,6.32,0.42,0.53,2.32,0.84,0.84,0.42,0.11,0.11,0.32,0,0,0,0,0,0,0,0,0,0,0.32
89,reliable,50,0.04,0.96,4.080244237,2955.649231,1,1,0.007781708,0.058870315,0.157325841,0.000338335,465,23,174,0,58.16483893,wise words usr usr url usr big fan always motivated reading tweets great news brick amp mortar businesses et govt tightens norms etailers bars exclusive deals url sent economic times mobile app download url url url apple new patent reveals details ear headphone url url early morning routines highly successful people 1 set alarm clock every day time 2 meditation 3 morning workouts 4 breakfast family 5 self learning 6 wish good morning people way work 7 make list url url google launches new search engine help scientists find datasets need url url url url give year time artificial intelligence everywhere amazon 3rd largest digital ad platform u matters url url url dirty business url url url broadcom taking qualcomm 105 bn good business google pixel 2 pixel 2 xl smartphones pixelbook laptop launched url congratulations usr url url url bitcoin almost verge touching 5000 mark last week url apple google prepare augmented reality clash url via usr stocks fall north korea revives investor angst url url money likes people like url url url world cryptocurrency mad get rich url url usr safe say future real time currencies lies digital assets surge cryptocurrencies usr usr url url url url usr usr usr usr usr interesting aspect invest url url usr usr url usr usr 100 bitcoin 2010 would get 75 million right madworld usr usr usr usr tough week dollar euro jump higher whereas stagnant yet sluggish growth gbp incredible see bitcoin emerged increased valuation year year usr usr url end 2020 middle east experience era secure transactions verifications via usr url get consumer habituated low prices first forced buy products later higher cost url url url jeff bezos briefly exceeded bill gates net worth apparently news url sick wait ep usr url thing absolute privacy usr url strong impression matters usr url url,350,0.132183908,0.752688172,304,91.23,64.14,29.47,74.74,304,24.34,52.96,3.95,0.66,0.33,0,0,0.33,0,0,0.33,0,0.99,0.33,1.64,0.33,0,5.92,6.91,1.97,0,5.92,0.33,6.25,4.28,1.64,0.33,0.66,0.33,3.62,0.33,0,0,0,6.58,1.64,1.97,0.99,0.66,1.32,0.33,2.63,0.99,0.99,0.33,1.64,0.33,0.66,0,0.66,8.55,0.99,1.32,3.29,2.63,0.99,0.33,4.28,0.99,16.78,2.63,5.59,8.88,4.93,1.64,0.66,7.57,0.33,0.66,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,reliable,50,0.06,0.94,0.469300359,2931.057772,0,0,0.001705869,0,0.150116454,0,440,5,0,0,55.51330798,mayo must works gherkins onions check usr chance win flights want strolling across charles bridge views prague castle klmonyourmap new recycling centre open months url stillabigmac add bacon think longer going twitter unless twitter reinstates tommy robinson freedom speech stay url,427,0,0.970454545,41,93.26,59.64,56.3,96.29,41,29.27,56.1,7.32,0,0,0,0,0,0,0,0,0,4.88,2.44,0,2.44,0,17.07,4.88,2.44,0,0,2.44,4.88,4.88,0,0,0,0,4.88,0,0,0,0,12.2,2.44,0,4.88,2.44,2.44,2.44,4.88,2.44,2.44,0,2.44,0,0,0,2.44,12.2,4.88,4.88,2.44,4.88,0,0,14.63,2.44,21.95,7.32,12.2,4.88,2.44,4.88,0,0,0,0,4.88,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,reliable,50,0.02,0.98,0.297186319,2800.259393,0,0,0.002142659,0.029283002,0.121060214,0,339,6,82,0,44.79905865,grand national put bets memory dad 18 years never forgotten xxx dec best saturday night takeaway get well soon ant xxx please sponsor donating cancer research uk url thank usr supporting usr areyouthere campaign amp attending westminster reception 26 feb together let help give every child place turn bring back ladies darts grand prix sports anyone harm want lost jobs much worrying things world bring back please x petition make orkambi available nhs people cystic fibrosis url sponsor donating cancer research uk url justine greening stop penalising children medical conditions attendance sign url via usr,324,0.073170732,0.955752212,95,81.46,80,43.37,97.58,95,30.53,64.21,9.47,2.11,0,0,0,0,0,0,2.11,0,1.05,1.05,5.26,0,1.05,15.79,4.21,1.05,0,2.11,2.11,11.58,8.42,3.16,1.05,0,1.05,9.47,1.05,0,1.05,1.05,7.37,1.05,1.05,1.05,2.11,2.11,0,0,0,0,0,4.21,0,4.21,0,0,10.53,2.11,2.11,5.26,3.16,1.05,2.11,8.42,1.05,20,5.26,8.42,8.42,3.16,1.05,0,3.16,0,0,1.05,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
92,reliable,50,0,1,0.155342734,2744.082738,0,0,0.001093261,0.00728841,0.088918602,0,244,3,20,0,32.9120473,french open ruthless nadal breezes last 16 url via usr anyone else want inform taylor swift ireland part uk url via usr curious phenomenon leonard cohen url via usr,235,0.15,0.963114754,29,97.62,63.49,69.96,,29,20.69,41.38,13.79,3.45,0,0,0,0,0,0,3.45,0,10.34,0,0,0,0,10.34,0,0,0,3.45,3.45,0,0,0,0,0,0,6.9,0,0,0,0,17.24,6.9,0,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,17.24,0,13.79,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,unreliable,50,0.08,0.92,29.07741709,3764.461314,0,0,0.00823491,0.003187707,0.058706939,0,221,32,12,0,21.64341293,ہر شخص خدا بننے میں مصروف ہے یہ تماشا بھی خدا دیکھ رہا ہے syed rajab naqvi crossed line due security issues pakistanzindabad url url love fuck drug even buy point 7000 stop 6980 url government funding arcelormittal first series steps canada take support steel industry amid tariff fight u china factory data pointing xi jinping industrial upgrade plan china factory data pointing xi industrial upgrade plans guys country club make sick wrote charles ikins retiree clinton ohio mr ikins feels alienated republican party describes difficulty political conversations friends migrants caravan tear border gate guatemala rush toward border bridge mexico migrants caravan tear border gate guatemala rush toward border bridge mexico url rohingya villagers survived one myanmar biggest massacres next rohingya villager forensic quest justice url caravan showdown migrants tear guatemala border gate rush towards mexi bubbles balloons needles pins jab wafa ki baat huwi hum ny dil nikaal k hatheeli pay rakh diya muskra k wo bolay koi saboot lao dilon say hum rooz khelty kuch pal ka sath dey kar tum ne pal pal k liye bechain kar diya salana majlis e azaa braye aisaal e sawaab father syed kousar ali shah marhoom url posted photo url posted photo url posted photo url posted photo url posted photo url posted photo url url mujhy tum bhool jaany ka kisi sy zikar mat karna dost main logon sy ye keh dun ga usey fursat nahin milti url hello twitter myfirsttweet,196,2.666666667,0.886877828,241,93.26,73.31,2.84,25.77,241,23.65,36.51,3.32,0.83,0.83,0,0,0.83,0,0,0,0,1.66,0,0.41,0,0.41,5.81,1.66,0.41,0,1.66,0.41,3.32,1.66,1.66,0,0.83,0,6.22,0.41,2.07,0,1.24,2.9,0.41,0.41,0,2.07,0,0,3.32,2.49,0.41,0.41,1.66,0,0.83,0.41,0,9.54,4.15,1.66,2.07,0.41,1.24,2.9,2.9,0.83,9.13,1.66,5.81,1.66,4.15,1.24,1.24,1.24,0,0.41,2.9,0.41,2.49,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,unreliable,50,0.06,0.94,2.275258409,3712.168629,0,0,0.003232612,0.030440427,0.033942424,0,126,12,113,0,12.51769189,shut phones 2 08pm est government sending fema alert every phone mine device data texts pics location everything going dark stay vigilant fellow visionaries sure url aliens ufo getting space force usr infowars banned several platforms understand lot theories either partially completely wrong hateful one way govt trying hide truth something going meeting dan gray journalism projects next semester seeing collab multi media stuff know funny look someone rose colored glasses red flags look like flags wanda owl cant sleep past keeps whispering tell go sleep good sleep tonight listen roommate brought home cake sweet week rootbeer float milkshake today great day fat foodbaby goodlife small town streets big sidewalks lydia peoria hear freaking thor landed nearby building swear thunder really thunderously loud working marketing strategies summer get back school hit ground running wonderful night town good friends mediocre pizza amazing view brown recluse spider say hermit crab nothing shut ins different species talk im done,103,0.10619469,0.817460317,156,82.82,62.57,71.23,89.84,156,31.41,72.44,8.33,3.85,1.28,1.28,0,0,0,0,2.56,0,0.64,1.28,1.92,0,1.28,17.31,10.9,1.92,0,1.92,2.56,7.69,5.77,1.92,0,0.64,0,8.97,0,1.92,0,0.64,12.18,1.28,1.28,0,3.21,3.85,2.56,12.18,5.77,5.77,0,5.77,2.56,0.64,0,3.85,11.54,1.28,2.56,2.56,3.21,1.92,1.92,10.26,1.92,19.23,4.49,9.62,6.41,4.49,0.64,1.28,0.64,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,unreliable,50,0.28,0.72,16.2764829,3652.728201,0,0,0.024912886,0.519885383,0.03777998,0,138,92,1906,0,13.93360996,rik shaw bounc podcast 37 url via usr got sorted ravenclaw official usr sorting ceremony housepride url call bounce volume 8 dj nickiee url via usr kritikal mass july mix url via usr kritikal mass summer rain url via usr olivia rodrigo vs safri duo driver license vs played live djs fro url via usr weeknd vs alesso amp one republic save tears vs lose mysel url via usr watching hayate combat butler season 1 2 1 crunchyroll url url crunchyroll via usr watched usr fight got robbed big time end wit wiz cunt dingy watched mike tyson fight got dun big time end wit wiz cunt dingy donna taggart jealous angels kritikal mass amp deekay radio edit url via usr black magic hard trance anthems vol 1 steve hill yoji biomehanika url via usr calum scott amp leona lewis reason lee keenan bootleg url via usr dj moix worry lee keenan bootleg url via usr signed petition urging usr stop selling animals site sign url via usr calum scott amp leona lewis reason lee keenan bootleg url via usr andy grammer vs avicii give kritikal mass remix url via usr scooter nessaja kritikal mass 2k18 remix url via usr safri duo vs sub one vs milk inc hit floor kritikal mass mix url via usr see instagram photo usr url alice deejay mega mix kritikal mass remix url via usr lewis capaldi hold wait gouryella kritikal mass remix url via usr want get discount first order click use referral code url killers human dark rehab hardstyle bootleg hq videoclip url via usr afrojack vs thirty seconds mars die remix url via usr dani amp lizzy dancing sky que amp rkay remix gbx anthems url via usr sash ecuador soutrainz bootleg hardstyle url via usr usr need help order help usr need help kh3 order u help usr need help kh3 order amv fairy tail brother url via usr introducing playstation classic 20 pre loaded games url via usr dynoro amp gigi agostino mind serzo hardstyle bootleg hq vid url via usr da tweekaz ft haliene bring life official video url via usr deekay must little fantasy gbx anthems url via usr sol fiesta speak espanglish jamie b amp nova scotia remix bootleg gb url via usr alan walker faded da tweekaz bootleg official preview url via usr playstation 5 ps5 trailer oficial 4k gameplay ps5 graphics comi url mk 17 gbx amp sparkos remix bootleg gbx anthems url via usr calvin harris vs dj quicksilver thinking bellissima gbx anthems url via usr hello armin van buuren feat kensington heading high first state extende url via usr gerry cinnamon belter gbx amp sparkos remix url via usr gerry cinnamon belter sparkos amp gbx mix soundcloud np url pink us kolyn remix hardstyle url via usr ps4 url script first time jesse bloch bootleg tune url via usr mickey modelle 48 hours running lj video url via usr compare football match predictions usr chance win xbox one bingfootyquiz url entered armin van buuren contest toneden check url heard n trance set free hixxy remix v1 1 hixxy soundcloud np url bingfootyquiz compare football match predictions usr chance win xbox one bingfootyquiz url home land url 50 favourite pictures scotland url matt simons dash berlin rework mauricio padilla extended e url via usr service offers best value right xbox live gold think url woodkid run boy run official hd video url via usr pete dragon see trailer url ps4 free online play weekend starts friday url atlantis found located help great pyramid cheops gt url via usr man claims fake 250 000 scratchcard national lottery respond url via usr robin schulz amp jasmine thompson sun goes enveloperz bootleg mix url via usr stereo faces feat cindy ortega fade away neotune remix url via usr,69,0.048268625,0.5,632,97.85,58.14,24.04,43.03,632,20.73,41.77,9.02,0.32,0.32,0,0.16,0.16,0,0,0,0,8.23,0.16,0,0,0.32,6.33,2.22,0.47,0,4.91,0,4.11,2.53,1.58,0.16,0.95,0.32,3.8,0.16,0,0,0.47,3.64,0.95,0.47,0.79,0.32,0.16,1.42,4.59,2.53,1.74,0.32,0.95,0.16,0.63,0,0.16,5.85,2.06,1.11,3.16,1.27,0.32,1.42,3.8,0.47,15.19,1.42,9.81,3.32,0.47,4.59,0.16,0.79,0.16,0.32,1.42,0.32,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,unreliable,50,0.04,0.96,9.311954601,3599.572379,0,1,0.016946457,0.381989819,0.125848282,0,453,61,1375,0,46.41914655,url trakintech keeptrakin single picture tells thousands stories timesofindia lockdownlife url narendra modi scott morrison click selfie together url elephant room 669 six days six times duration key karpanya_dosha mindless_machines url checked usr oneplus6t thunder purple giveaway yet giveaway oneplus6t thunderpurple url go participate checked usr 3x poco f1 mega giveaway yet pocof1 pocophonef1 giveaway url india secular india india atal bihari vajpayee failure means stripping away inessential j k rowling url poverty porn practice clicking people pics abject destitution raise funds get published url newprofilepic url follow instinct never please everyone url url url happywomensday2018 around us url one book one pen one child one teacher change world usr reading exclusive interview usr man engineered apple 1 url cricketfestival yet come ipl2018 waiting dangerously url twist twins url true url baba ki jai ho url call wonderwoman url url happysiblings url martinlutherkingday url watch episode bose dead alive great act usr url newprofilepic url life dream wise game fool comedy rich tragedy poor today learned word entourage_ _ _means helping people around celebrity running joke soon worth actors newprofilepic url mohamadaljounde 16 one millions syrians forced flee civil war country displaying indomitable spirit 4 years ago starts school lebanon refugee camp extraordinary effort children peace price url happybirthday mohammedrafi 93rd birth anniversary googledoodle pays tribute url mistakes always forgivable one courage admit bruce lee url walking friend dark better walking alone light today word draconian means act harmful helpful reading interview spiritual leader dalailama using force solve problems outdated time come practice karuna education url orangetheworld orangy evening url smooth sea make skilful sailors url worldoceansday worldenvironmentday url comes creators android essentialphone url love withe shapeofyou goodday biscuits make day good url soon come back home usr pic usr url comic usr url say super usr records tells url birth anniversary one greatest freedomfighter sureshdey url tastethefeelingofhappiness cocacolaustour url missuniverse alleyesonnew url usr shotononeplus brotherhood iftheycan us url thingofpast demonitization support url cooldude huh url yummylicious url mustbesmart enough catch fish url tooclose url go burn fats oil url sky full star url getbusy url traveltime url respect women world women url silentfriend url playtime url amp url always follow leader url freedomtowatch url die heart fan acting wait fan url cooling chilling pollutive snowing december end url,372,0.044363636,0.821192053,378,90.11,79.39,19.65,82.57,378,35.71,52.38,3.7,1.06,0.53,0,0.53,0,0,0,0.53,0,0.79,0,2.38,0,0.26,8.73,3.7,0.53,0,6.61,0.26,8.47,5.82,2.65,0,0.26,0.79,7.94,0.26,0.26,0.53,0.53,5.82,2.12,1.85,0.53,0,1.59,0,4.76,2.12,1.59,0.79,1.59,0.26,0.79,0.26,0.26,9.79,2.12,2.38,4.5,1.06,1.06,0.53,7.41,0.53,14.29,3.97,3.17,7.41,4.23,2.91,0.53,1.85,0.79,1.06,1.06,0,1.06,0.26,0.26,0,1.32,0,0,0,0,0,0,0,0,0,0,1.32
97,unreliable,50,0,1,2.67269983,3550.029682,0,0,0.002816878,0.005352068,0.092675281,0,329,10,19,0,34.19276765,url url streepthecreep amexstaples 1 amexcartersokb amexstaples1 amexstaples earn 150 cash back chase freedom apply url sponsored url amexwestin earn 150 bonus cash back chase freedom apply url sponsored,300,0.526315789,0.911854103,29,84.23,,1,99,29,34.48,44.83,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,13.79,0,10.34,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,10.34,6.9,10.34,0,0,0,0,6.9,0,6.9,6.9,6.9,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,unreliable,50,0,1,0.073367347,3377.12217,0,0,0.007994973,0.041751525,0.116075161,0,392,28,141,0,42.85115304,url usr play slipknot usr thxs guys going cedar point today url locked url death stalin official trailer hd usr url everyone wins free iphone 7 giveaway live 3000 grabs url via usr usr people read newspapers watch news prefer watch shadowfrax stand crowd steal show lefttwix way url brag definitely one cool kids lefttwix knows url hello yo nice keep playing mgk plz played h1z1 split try playing url url need food omg thxs usr love videos url korn covers metallica dte heavymetal url getting somewhere url shared rust survival amino url url hey guys use cfarewards apple android devices sign code 506d134 get tons points use gift cards get free overwatch loot boxes usr use link 50 bonus points url url raiding never gets old right usr usr usr usr sorry guys really busy trying get active everyone today good night actives sleep well url 1 day late happy bday usr sorry twitter actives anyone likes dubstep instagram go follow usr url good night good life url anyone rust xd url  meer omg goals yes url url url url,332,0.19858156,0.846938776,181,86.47,76.37,7.03,99,181,16.02,55.25,5.52,2.76,0,0,0,0,0,0,2.21,0,0.55,0,2.76,0,0.55,13.26,5.52,0,0,3.87,0.55,12.71,11.05,1.66,0,0,1.1,8.84,0,1.66,0,1.66,9.94,1.66,1.66,1.1,2.76,2.21,1.1,3.31,2.21,0,1.1,2.76,0.55,1.1,0,0.55,11.6,2.76,3.31,1.1,6.63,0,1.1,10.5,0.55,10.5,1.66,3.87,4.97,1.66,4.42,0,1.66,0,0.55,5.52,0,3.31,1.1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
99,unreliable,50,0.04,0.96,14.0298134,3191.875515,1,1,0.04041511,0.229332252,0.08834931,0.000313295,282,131,728,0,32.63474952,url twitter moon url fednow service url usd buyers back business url url url url tesla en faillite elon musk avoue que les usines de l entreprise sont un puits sans fond url url usr run next election given wisdom goldman warns dollar grip global markets might url url les fintechs incontournables de la gestion de trésorerie url devance solutions url tale two finance ministers uk election rivals promise big url url inculture économique voilà ce que presque personne ne comprend en europe sur l avalanche actuelle de taux intérêt négatifs et la japonisation qui nous menace url url url soon know want push mind screen traders buy customers much happy new year url url 250 trillion debt world post lehman legacy url hey j ai pré commandé mon iphone 7 à 19 90 mois sans engagement c est top va choisir le tien url via usr url bfi nous sommes entrés dans une nouvelle ère url photo de entrepreneur url entreprises et institutions les freins qui ralentissent l innovation française url via usr continental europe toxicity usr url 3 ways innovate like artist usr url via usr la poudre aux yeux de la transformation digitale url china could lead next phase globalization usr url interview david kenny gm usr watson ai blockchain design thinking banking url usr twitter rules twitter help center url via usr,245,0.179945055,0.868794326,226,94.4,62.18,3.59,50.55,226,23.45,32.74,4.87,0,0,0,0,0,0,0,0,0,3.1,0.88,0.88,0,0,3.54,3.1,0.88,0,3.1,0.44,3.1,2.21,0.88,0,0,0.44,3.1,0,0,0,0,3.98,1.77,0.88,0.88,0.44,0.44,0,1.33,0.88,0,0.44,0.44,0,0.44,0,0,5.75,1.77,1.77,3.54,0,0.88,0.44,1.33,0.88,9.29,1.33,4.87,3.1,5.31,1.77,0,4.87,0.44,0,1.77,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
